ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
CC,GO:0043230,extracellular organelle,209/762,465/1854,0.449462366,1.093573787,1.946854236,0.029423293,0.190448952,0.163869441,P10321/P35080/P06733/P55072/Q13813/Q16563/P07900/P20618/Q01082/P62273/P21333/P00558/P10809/O75369/P62805/O00571/P60842/P34932/P19338/P07339/Q4VXU2/P63244/P11142/Q9Y230/P05023/P62826/P27797/Q9HB71/P27348/P17844/P27708/Q9Y5Z4/P09211/P11940/P60228/Q16658/P67809/P80303/O43707/P68133/O75368/P63104/O95336/P50990/P10253/P26599/Q99832/P22626/P61604/P49368/Q8NC51/Q9Y490/P61247/P14625/P22314/P38646/O43776/P07954/O00469/P22234/P13639/Q06830/P21964/Q9Y263/P08670/O60884/P05387/P11717/Q04917/Q9H4M9/Q8NBS9/P14618/Q13439/P31939/P27824/P29401/P04040/Q02790/Q96QK1/P35232/P17987/P78371/P29966/P26641/O75695/P46940/P51665/P50552/Q9UQ80/P60660/O75674/P25705/Q04760/P35579/Q99615/P61978/Q14974/Q14126/Q13620/P12004/Q9Y277/O14818/P22061/P29373/P00505/Q7KZF4/Q7Z6Z7/P11021/P04406/P60174/Q16531/P15924/P30626/Q9BRG1/P52565/P30101/Q6IAA8/P08133/P61158/Q15907/Q9Y5X1/P05388/O00299/P52788/P60900/P07237/Q9Y696/P63261/P16949/Q9NRV9/P52272/Q13347/Q96A49/Q13630/P13489/Q8WUM4/O43175/P06576/P49327/Q15904/Q09666/P46379/P07737/Q15181/P62937/Q14697/Q13451/Q9BRK5/P34949/P30520/P37802/P62258/Q9Y4L1/P12268/P60953/P48643/Q15366/Q92597/P51149/O14908/O75844/P11047/Q9UMR2/P02786/P50570/O95433/Q96T58/Q9H2U1/P28838/Q00610/P26639/O60271/P06737/P06280/P62195/P56192/Q15149/P08195/P36871/Q8IUE6/Q15084/P68402/P46777/O60716/Q13200/P04632/Q9UJU6/Q86V81/Q96AT9/O75083/P11413/P11586/Q12846/Q9BWD1/P23381/P09972/Q9UN36/Q9P2R7/P09960/Q13561/P07437/Q14204/O14773/Q14151/Q6ZWJ1/Q9NYU2/P35580/P61019/P53396,209
CC,GO:0065010,extracellular membrane-bounded organelle,209/762,465/1854,0.449462366,1.093573787,1.946854236,0.029423293,0.190448952,0.163869441,P10321/P35080/P06733/P55072/Q13813/Q16563/P07900/P20618/Q01082/P62273/P21333/P00558/P10809/O75369/P62805/O00571/P60842/P34932/P19338/P07339/Q4VXU2/P63244/P11142/Q9Y230/P05023/P62826/P27797/Q9HB71/P27348/P17844/P27708/Q9Y5Z4/P09211/P11940/P60228/Q16658/P67809/P80303/O43707/P68133/O75368/P63104/O95336/P50990/P10253/P26599/Q99832/P22626/P61604/P49368/Q8NC51/Q9Y490/P61247/P14625/P22314/P38646/O43776/P07954/O00469/P22234/P13639/Q06830/P21964/Q9Y263/P08670/O60884/P05387/P11717/Q04917/Q9H4M9/Q8NBS9/P14618/Q13439/P31939/P27824/P29401/P04040/Q02790/Q96QK1/P35232/P17987/P78371/P29966/P26641/O75695/P46940/P51665/P50552/Q9UQ80/P60660/O75674/P25705/Q04760/P35579/Q99615/P61978/Q14974/Q14126/Q13620/P12004/Q9Y277/O14818/P22061/P29373/P00505/Q7KZF4/Q7Z6Z7/P11021/P04406/P60174/Q16531/P15924/P30626/Q9BRG1/P52565/P30101/Q6IAA8/P08133/P61158/Q15907/Q9Y5X1/P05388/O00299/P52788/P60900/P07237/Q9Y696/P63261/P16949/Q9NRV9/P52272/Q13347/Q96A49/Q13630/P13489/Q8WUM4/O43175/P06576/P49327/Q15904/Q09666/P46379/P07737/Q15181/P62937/Q14697/Q13451/Q9BRK5/P34949/P30520/P37802/P62258/Q9Y4L1/P12268/P60953/P48643/Q15366/Q92597/P51149/O14908/O75844/P11047/Q9UMR2/P02786/P50570/O95433/Q96T58/Q9H2U1/P28838/Q00610/P26639/O60271/P06737/P06280/P62195/P56192/Q15149/P08195/P36871/Q8IUE6/Q15084/P68402/P46777/O60716/Q13200/P04632/Q9UJU6/Q86V81/Q96AT9/O75083/P11413/P11586/Q12846/Q9BWD1/P23381/P09972/Q9UN36/Q9P2R7/P09960/Q13561/P07437/Q14204/O14773/Q14151/Q6ZWJ1/Q9NYU2/P35580/P61019/P53396,209
CC,GO:0070062,extracellular exosome,209/762,465/1854,0.449462366,1.093573787,1.946854236,0.029423293,0.190448952,0.163869441,P10321/P35080/P06733/P55072/Q13813/Q16563/P07900/P20618/Q01082/P62273/P21333/P00558/P10809/O75369/P62805/O00571/P60842/P34932/P19338/P07339/Q4VXU2/P63244/P11142/Q9Y230/P05023/P62826/P27797/Q9HB71/P27348/P17844/P27708/Q9Y5Z4/P09211/P11940/P60228/Q16658/P67809/P80303/O43707/P68133/O75368/P63104/O95336/P50990/P10253/P26599/Q99832/P22626/P61604/P49368/Q8NC51/Q9Y490/P61247/P14625/P22314/P38646/O43776/P07954/O00469/P22234/P13639/Q06830/P21964/Q9Y263/P08670/O60884/P05387/P11717/Q04917/Q9H4M9/Q8NBS9/P14618/Q13439/P31939/P27824/P29401/P04040/Q02790/Q96QK1/P35232/P17987/P78371/P29966/P26641/O75695/P46940/P51665/P50552/Q9UQ80/P60660/O75674/P25705/Q04760/P35579/Q99615/P61978/Q14974/Q14126/Q13620/P12004/Q9Y277/O14818/P22061/P29373/P00505/Q7KZF4/Q7Z6Z7/P11021/P04406/P60174/Q16531/P15924/P30626/Q9BRG1/P52565/P30101/Q6IAA8/P08133/P61158/Q15907/Q9Y5X1/P05388/O00299/P52788/P60900/P07237/Q9Y696/P63261/P16949/Q9NRV9/P52272/Q13347/Q96A49/Q13630/P13489/Q8WUM4/O43175/P06576/P49327/Q15904/Q09666/P46379/P07737/Q15181/P62937/Q14697/Q13451/Q9BRK5/P34949/P30520/P37802/P62258/Q9Y4L1/P12268/P60953/P48643/Q15366/Q92597/P51149/O14908/O75844/P11047/Q9UMR2/P02786/P50570/O95433/Q96T58/Q9H2U1/P28838/Q00610/P26639/O60271/P06737/P06280/P62195/P56192/Q15149/P08195/P36871/Q8IUE6/Q15084/P68402/P46777/O60716/Q13200/P04632/Q9UJU6/Q86V81/Q96AT9/O75083/P11413/P11586/Q12846/Q9BWD1/P23381/P09972/Q9UN36/Q9P2R7/P09960/Q13561/P07437/Q14204/O14773/Q14151/Q6ZWJ1/Q9NYU2/P35580/P61019/P53396,209
CC,GO:1903561,extracellular vesicle,209/762,465/1854,0.449462366,1.093573787,1.946854236,0.029423293,0.190448952,0.163869441,P10321/P35080/P06733/P55072/Q13813/Q16563/P07900/P20618/Q01082/P62273/P21333/P00558/P10809/O75369/P62805/O00571/P60842/P34932/P19338/P07339/Q4VXU2/P63244/P11142/Q9Y230/P05023/P62826/P27797/Q9HB71/P27348/P17844/P27708/Q9Y5Z4/P09211/P11940/P60228/Q16658/P67809/P80303/O43707/P68133/O75368/P63104/O95336/P50990/P10253/P26599/Q99832/P22626/P61604/P49368/Q8NC51/Q9Y490/P61247/P14625/P22314/P38646/O43776/P07954/O00469/P22234/P13639/Q06830/P21964/Q9Y263/P08670/O60884/P05387/P11717/Q04917/Q9H4M9/Q8NBS9/P14618/Q13439/P31939/P27824/P29401/P04040/Q02790/Q96QK1/P35232/P17987/P78371/P29966/P26641/O75695/P46940/P51665/P50552/Q9UQ80/P60660/O75674/P25705/Q04760/P35579/Q99615/P61978/Q14974/Q14126/Q13620/P12004/Q9Y277/O14818/P22061/P29373/P00505/Q7KZF4/Q7Z6Z7/P11021/P04406/P60174/Q16531/P15924/P30626/Q9BRG1/P52565/P30101/Q6IAA8/P08133/P61158/Q15907/Q9Y5X1/P05388/O00299/P52788/P60900/P07237/Q9Y696/P63261/P16949/Q9NRV9/P52272/Q13347/Q96A49/Q13630/P13489/Q8WUM4/O43175/P06576/P49327/Q15904/Q09666/P46379/P07737/Q15181/P62937/Q14697/Q13451/Q9BRK5/P34949/P30520/P37802/P62258/Q9Y4L1/P12268/P60953/P48643/Q15366/Q92597/P51149/O14908/O75844/P11047/Q9UMR2/P02786/P50570/O95433/Q96T58/Q9H2U1/P28838/Q00610/P26639/O60271/P06737/P06280/P62195/P56192/Q15149/P08195/P36871/Q8IUE6/Q15084/P68402/P46777/O60716/Q13200/P04632/Q9UJU6/Q86V81/Q96AT9/O75083/P11413/P11586/Q12846/Q9BWD1/P23381/P09972/Q9UN36/Q9P2R7/P09960/Q13561/P07437/Q14204/O14773/Q14151/Q6ZWJ1/Q9NYU2/P35580/P61019/P53396,209
BP,GO:0009628,response to abiotic stimulus,72/742,144/1817,0.5,1.224393531,2.330769094,0.012890318,0.192193588,0.172041506,Q14103/P12270/P06733/P55072/P07900/P30419/Q13144/P00558/P10809/Q86UA6/O00571/P48506/P11142/Q9Y230/P05023/P27797/P30566/P49459/Q8N163/P68133/Q14011/P13010/P14625/P16989/O00469/P58546/P21964/P02545/O60884/O00151/Q53FT3/P04040/P22415/P19022/P78527/Q99996/P29692/Q8WVM8/Q99615/P06748/Q13620/P12004/Q16531/P62877/Q15907/P07237/P30519/Q99543/Q9BWF3/Q15904/Q9BRK5/P30520/P62258/Q9Y4L1/Q92597/P09874/O75844/Q02952/P12956/P02786/O95817/Q9H2U1/Q96A26/P25490/Q14790/Q15149/Q96HE7/P46821/O95831/P43246/Q96K19/Q9UHD1,72
BP,GO:0001568,blood vessel development,31/742,55/1817,0.563636364,1.380225435,2.378346903,0.013178989,0.192193588,0.172041506,Q99966/P21333/P00558/P19338/Q96AY3/P63104/P10253/Q9Y6I3/Q05682/Q5JRA6/P78347/P21964/P14618/P19022/P08648/P63010/P35579/Q4VCS5/Q9Y696/P63261/Q9P0K8/P13489/P06576/P60953/Q96PU8/Q9ULT8/P46109/P08047/Q14790/Q12904/P23381,31
BP,GO:0032970,regulation of actin filament-based process,31/742,55/1817,0.563636364,1.380225435,2.378346903,0.013178989,0.192193588,0.172041506,P35080/Q13813/Q01082/P21333/Q16658/O14641/Q9H3Q1/P58546/Q13153/Q99996/P50552/P35579/Q14126/P15924/P30626/Q4VCS5/Q9Y5X1/P63261/P16949/P13489/P07737/Q96AC1/Q9UHB6/Q9UEY8/P60953/P60983/Q14247/P53367/O75083/Q13045/Q13177,31
BP,GO:0034976,response to endoplasmic reticulum stress,31/742,55/1817,0.563636364,1.380225435,2.378346903,0.013178989,0.192193588,0.172041506,P55072/Q13144/Q04637/Q13148/O00571/P13667/P63244/O94874/P27797/P14625/P27824/P29966/P11021/Q9HCN8/Q2TAL8/P30101/Q92905/P07237/O15027/P46379/Q9Y4L1/P60604/O43765/Q96HE7/Q15084/P60468/O95831/Q9UNN5/Q13438/Q9BVT8/Q9NYU2,31
BP,GO:0033120,positive regulation of RNA splicing,13/742,19/1817,0.684210526,1.675485885,2.45840753,0.013659833,0.197708111,0.176977814,O75312/P19338/P11142/Q14011/Q9BQA1/Q13573/P41567/P52948/P26368/P98179/Q07955/Q9NW64/O14744,13
BP,GO:0000723,telomere maintenance,29/742,51/1817,0.568627451,1.392447545,2.361168593,0.013953889,0.197732522,0.176999666,Q14103/Q15185/P07900/Q9Y230/P13010/P50990/Q99832/P22626/O60934/P49368/P27694/P02545/P17987/P78527/P78371/Q9Y5K5/P12004/Q93009/Q9BVP2/P48643/P09874/P49959/O96019/P12956/Q00839/Q9H2U1/P25490/Q9NX24/O15381,29
BP,GO:0051050,positive regulation of transport,45/742,85/1817,0.529411765,1.29641668,2.324843912,0.014039543,0.197732522,0.176999666,P12270/P07900/P25098/O75312/P21333/Q13148/P63244/P11142/P62826/P27797/O43707/P63167/P33176/Q7Z434/Q9Y263/Q9H4M9/Q96QK1/P19022/Q99996/P61978/P22307/P30626/O95071/O95486/P82094/O43747/Q8WUM4/O95219/P62937/Q13263/O00410/P62258/P60953/P51149/P50402/O95817/Q9NW64/Q08209/Q12904/Q8NBU5/P11413/Q12846/Q06787/Q14204/P35580,45
BP,GO:0006913,nucleocytoplasmic transport,56/742,109/1817,0.513761468,1.258092436,2.308342429,0.014129503,0.197732522,0.176999666,P12270/P07900/Q99966/P35658/O75312/Q9BVL2/P21333/Q13148/Q86UA6/P11142/P62826/P27797/Q15717/O75152/P63279/P22626/P05455/Q6ICB0/P37198/P38646/P84103/P39687/Q7Z434/P02545/Q53F19/Q53FT3/P52292/P43487/P06748/Q14974/P52948/P82979/Q96FV9/O95071/Q7Z3B4/P46060/Q86U42/O95373/Q9H814/Q9BWF3/Q13263/O00410/P49792/P62258/Q8N1F7/O15234/P50402/Q9UMR2/O95817/Q9NW64/Q9H6Z4/Q08209/P49790/Q86V81/Q06787/P38919,56
BP,GO:0051169,nuclear transport,56/742,109/1817,0.513761468,1.258092436,2.308342429,0.014129503,0.197732522,0.176999666,P12270/P07900/Q99966/P35658/O75312/Q9BVL2/P21333/Q13148/Q86UA6/P11142/P62826/P27797/Q15717/O75152/P63279/P22626/P05455/Q6ICB0/P37198/P38646/P84103/P39687/Q7Z434/P02545/Q53F19/Q53FT3/P52292/P43487/P06748/Q14974/P52948/P82979/Q96FV9/O95071/Q7Z3B4/P46060/Q86U42/O95373/Q9H814/Q9BWF3/Q13263/O00410/P49792/P62258/Q8N1F7/O15234/P50402/Q9UMR2/O95817/Q9NW64/Q9H6Z4/Q08209/P49790/Q86V81/Q06787/P38919,56
BP,GO:0048584,positive regulation of response to stimulus,115/742,242/1817,0.475206612,1.163679802,2.271528228,0.014182874,0.197732522,0.176999666,P10321/P12270/P55072/P07900/Q99966/Q7Z4V5/Q07021/Q13144/P21333/P10809/O00571/P07339/P63244/P11142/Q9Y230/P27797/P23246/P17844/Q8N163/O43707/P35221/P13010/P26599/Q8IWX8/P35637/O60934/Q13546/O14641/P55957/Q92785/P37198/Q13573/Q7Z434/P43243/P07954/O60883/Q13153/P04040/Q96QK1/P35232/P22415/P19022/P08648/P78527/Q13371/P46940/Q9Y6G9/Q9Y5K5/P25398/P12004/P31153/P04406/O95071/P62877/P61086/P30101/Q6IAA8/P63261/Q9UJZ1/O43747/O94992/O95219/P46379/Q5RKV6/Q9P0L0/Q96AC1/P62937/Q14671/Q13263/O00410/P62258/Q13492/P60953/Q15366/Q96G74/Q8N1F7/P09874/Q9ULF5/O14908/Q9NYF8/O96019/Q15233/Q9C0C9/Q02952/P12956/O43765/P11047/Q8WXF1/P02786/P46109/P62081/Q9H2U1/O60271/P31150/P25490/P08047/Q14790/Q9NR30/P04440/Q8TAQ2/Q08209/O14744/P51812/O60828/Q9BTK6/Q9Y5X3/Q9UNN5/Q01804/Q12846/Q99584/Q92499/P43246/Q96K19/Q92922/Q13177,115
BP,GO:0006886,intracellular protein transport,78/742,158/1817,0.493670886,1.208894879,2.282384377,0.014410947,0.197732522,0.176999666,P12270/P55072/P07900/P35658/O75312/Q9BVL2/P21333/Q13148/Q86UA6/P34932/Q9Y6Y8/P11142/P62826/P27797/Q15717/P33176/P14625/Q6ICB0/P37198/P38646/Q7Z434/P02545/Q658Y4/Q86Y82/Q04917/Q9H4M9/Q53FT3/Q96QK1/P52292/P63010/Q8WVM8/P06748/Q14974/Q9Y678/P52948/P11021/Q9BRG1/O95071/O95486/Q13445/Q4V328/Q7Z3B4/Q9Y5X1/P50542/P46060/Q10567/Q5VIR6/O43747/O95373/O15027/Q15904/Q13263/O00410/Q7Z3T8/P49792/P62258/P60953/Q8N1F7/P60604/P51149/Q9Y3B3/P50402/Q9Y5L4/P48444/O95817/Q9NW64/Q00610/P09497/Q14247/Q9H6Z4/Q08209/P49790/P60468/P53367/Q9Y5X3/Q12846/Q13438/Q9NR31,78
BP,GO:0003015,heart process,14/742,21/1817,0.666666667,1.632524708,2.421528688,0.014602282,0.197732522,0.176999666,P07900/P25098/P21333/P05023/P10253/Q99996/Q14126/P15924/P30626/O76003/P62258/P60953/O95319/O75844,14
BP,GO:0034341,response to type II interferon,14/742,21/1817,0.666666667,1.632524708,2.421528688,0.014602282,0.197732522,0.176999666,Q99966/O75369/P33176/Q9H3Q1/P08670/Q9Y5A7/P04406/P61158/P63261/P60953/P07814/Q12846/O60506/Q6ZWJ1,14
BP,GO:0048762,mesenchymal cell differentiation,14/742,21/1817,0.666666667,1.632524708,2.421528688,0.014602282,0.197732522,0.176999666,P21333/P17844/Q9UK61/P19022/Q13428/Q96AC1/Q13263/P60953/Q96G74/Q96PU8/Q9ULF5/P62081/Q8IZ21/C9JLW8,14
BP,GO:0051223,regulation of protein transport,37/742,68/1817,0.544117647,1.332428254,2.320668585,0.014688702,0.197732522,0.176999666,P12270/P07900/O75312/Q9BVL2/P21333/Q13148/P63244/P11142/P62826/P63167/O43768/Q14C86/Q7Z434/Q96QK1/Q8WVM8/P30626/O95071/O95486/Q96KC8/Q4V328/Q7Z3B4/P46060/P62937/Q13263/O00410/P62258/P60953/P60604/P50402/O95817/Q9NW64/Q08209/P53367/Q12846/Q13438/Q6ZWJ1/P35580,37
BP,GO:0006955,immune response,77/742,156/1817,0.493589744,1.208696178,2.264371193,0.015096099,0.201805493,0.180645574,P10321/P07900/Q99966/Q07021/Q13144/P10809/O75369/O00571/O94874/P11142/P23246/P13010/P63104/P33176/O60934/Q9H3Q1/Q7Z434/P43243/Q06830/P08670/Q13153/Q6Y7W6/P35232/P78527/Q9Y5A7/P04406/P61086/P30101/Q13445/P61158/P63261/Q9UJZ1/Q14166/O43747/O95373/O94992/O95219/P46379/Q5RKV6/Q14671/Q13263/O00410/P62258/Q9Y5A9/P60953/Q15366/Q96G74/P09874/Q9ULF5/Q15233/O14545/P12956/Q9BTV4/Q8WXF1/P02786/P46109/Q9H2U1/P31150/P07814/Q14790/Q15149/Q9NR30/P04440/Q9UJU6/P51812/O60828/Q9BT09/Q01804/Q12846/Q99584/Q92499/P43246/O60506/P07437/Q6ZWJ1/Q96K19/Q13177,77
BP,GO:0006457,protein folding,49/742,94/1817,0.521276596,1.276495383,2.286466354,0.015227892,0.202163399,0.180965952,Q15185/P07900/O75312/P10809/P34932/P13667/P11142/Q9Y230/P27797/Q96AY3/P50990/Q99832/P61604/P49368/P14625/P38646/O60884/Q8NBS9/Q6UX04/P27824/Q02790/P17987/Q9BTT0/P78371/O75695/O00273/O15212/Q99615/Q92945/P11021/Q9HCN8/Q12931/P30101/Q96KC8/P07237/Q99543/P62937/Q13451/P49792/Q9Y4L1/P48643/O95433/O95817/Q9H0V9/Q96HE7/Q15084/Q9Y3C6/Q9NYU2/Q9UHD1,49
BP,GO:0009893,positive regulation of metabolic process,224/742,498/1817,0.449799197,1.101462454,2.207258899,0.01578574,0.208133902,0.186310429,Q14103/P35080/P06733/Q9Y478/Q15185/P55072/Q9UPQ9/Q9NZI8/P07900/Q14676/Q01082/Q99966/Q7Z4V5/Q07021/Q13144/O75312/Q04637/P10809/Q13148/O00571/P09936/Q8WXI9/Q99459/P60842/P19338/P07339/P63244/P48506/O94874/P11142/Q9Y230/P27797/P23246/P49459/Q9Y371/P09211/P11940/P60228/P62191/P67809/Q15717/O43707/P68133/Q71RC2/O75368/Q14011/P13010/O94906/P50990/Q99832/Q9UBT2/P22626/P61604/P05455/Q8TCS8/P35637/O60934/Q13546/P49368/Q9BQA1/Q15393/O14641/P78347/Q92785/P43686/P37198/Q13573/P16989/Q7Z434/P26358/P07954/Q96AE4/P58546/P13639/P02545/P08670/Q04917/O00151/Q13153/Q6Y7W6/P14618/Q96QK1/P35232/P22415/P17987/P08648/P52292/P78527/P78371/Q92879/P46940/Q99996/O75674/P29692/Q9NPI6/Q9Y5K5/P35579/Q7Z3K3/P61978/P06748/Q56P03/Q13620/Q92945/P12004/Q9Y5A7/P22307/Q96N67/P41567/Q7Z6Z7/P52948/P11021/Q8N668/P04406/Q13951/Q16531/Q16763/Q2TAL8/O95071/P62877/P63208/P61086/Q5VTR2/P17980/P82094/Q92905/P26368/P61158/O43847/Q3B7T1/Q9Y5X1/Q9BVP2/P63261/Q9UJZ1/Q9NVI1/Q9P0K8/Q96A49/Q99543/Q9BWF3/O95219/P98179/P46379/Q9NR28/Q5RKV6/Q96AC1/P62937/Q14671/Q13263/Q9Y5A9/Q13492/P60953/P48643/Q15291/Q9H3P2/Q07955/Q96PU8/P09874/P51149/O14908/Q9NYF8/P49959/O96019/O75844/Q12849/Q9ULT8/Q02952/P61289/P12956/O43765/P02786/P46109/P62081/O60869/P50570/O95817/Q9NW64/Q00839/Q9H2U1/P23193/Q96A26/Q12905/P25490/P08047/Q14790/P62195/P56192/Q12906/Q9NR30/P04440/Q9H8H0/O75534/Q15528/A5YKK6/P68402/Q8TAQ2/Q96I24/O15381/Q08209/P46777/O14744/Q9Y467/P51812/O60828/Q9BTK6/O95831/P49711/Q9Y5X3/Q9UNN5/Q12846/P52655/Q99584/Q92499/P23381/O15371/Q9UBE0/O43432/Q8NF37/Q06787/P43246/O60506/Q14204/P38919/Q92922/P68036/Q13177,224
BP,GO:0002443,leukocyte mediated immunity,21/742,35/1817,0.6,1.469272237,2.328416544,0.016312108,0.210834577,0.188727931,P10321/Q07021/P10809/O94874/P11142/P33176/O60934/Q7Z434/Q06830/O43747/O95219/Q5RKV6/P02786/Q9H2U1/Q9NR30/O75083/Q12846/Q99584/Q92499/P43246/P07437,21
BP,GO:0099504,synaptic vesicle cycle,18/742,29/1817,0.620689655,1.519936797,2.34434454,0.016349293,0.210834577,0.188727931,P35080/Q4J6C6/Q9Y263/P27824/P19022/P63010/P52565/Q4V328/Q9Y5X1/P63261/O43747/Q15904/Q13492/P51149/P50570/P09497/Q06787/Q12765,18
BP,GO:0009416,response to light stimulus,20/742,33/1817,0.606060606,1.484113371,2.331107305,0.016410631,0.210834577,0.188727931,P30419/Q86UA6/Q9Y230/P49459/Q8N163/Q14011/P21964/P04040/P22415/P06748/Q13620/P12004/Q16531/P62877/Q9BWF3/Q9BRK5/P09874/Q9H2U1/P25490/P43246,20
BP,GO:0097305,response to alcohol,19/742,31/1817,0.612903226,1.50086949,2.336255516,0.016428668,0.210834577,0.188727931,Q14103/Q04637/P11142/P04818/P27708/P35221/O43306/P21964/P04040/P25705/P00505/P07196/P10109/Q13451/Q9BRK5/P09874/Q14790/O95831/P11413,19
BP,GO:0006403,RNA localization,46/742,88/1817,0.522727273,1.280047782,2.236823002,0.017366131,0.218227366,0.195345563,P12270/Q9NZI8/P35658/Q9BVL2/Q9Y230/P62826/P67809/O75152/O94906/P50990/Q99832/P22626/P05455/Q8TCS8/P49368/P37198/P84103/Q53F19/P17987/P78371/Q14974/Q92945/P52948/P82979/Q96FV9/Q7Z3B4/Q8TD16/Q86U42/Q9H814/P49792/P48643/Q07955/Q8N1F7/Q96PU8/O15234/Q9UMR2/Q00839/Q9H2U1/P25490/Q9NX24/Q96I24/P49790/Q86V81/Q06787/P42704/P38919,46
BP,GO:0002065,columnar/cuboidal epithelial cell differentiation,9/742,12/1817,0.75,1.836590296,2.415018631,0.017458189,0.218227366,0.195345563,P04818/Q9BQA1/P19022/Q9P287/O95373/P49327/Q9BWF3/P46821/P07437,9
BP,GO:0007229,integrin-mediated signaling pathway,9/742,12/1817,0.75,1.836590296,2.415018631,0.017458189,0.218227366,0.195345563,P21333/P35221/Q9Y490/P08648/P35579/Q96AC1/P60953/P11047/Q8IZ21,9
BP,GO:0070918,regulatory ncRNA processing,9/742,12/1817,0.75,1.836590296,2.415018631,0.017458189,0.218227366,0.195345563,P17844/P22626/Q13546/P84103/Q9UGR2/Q14671/O75844/Q3MIT2/Q9BXP5,9
BP,GO:0010646,regulation of cell communication,160/742,348/1817,0.459770115,1.125879109,2.169142216,0.017755735,0.218645685,0.19572002,P35080/P12270/P06733/P55072/P25098/Q01082/Q99966/P30419/Q07021/P21333/Q13148/O00571/P09936/P19338/P07339/Q7Z401/P63244/P48506/O94874/P11142/Q9Y230/P27797/P23246/P17844/Q8N163/P09211/O43707/P63167/P35221/O43768/P63104/P26599/Q8IWX8/P33176/Q13546/O14641/P55957/Q4J6C6/Q14152/P37198/Q13573/P16989/Q7Z434/Q06830/P02545/O60883/Q04917/Q13153/Q6Y7W6/P04040/Q96QK1/P35232/P19022/P08648/P78527/Q13371/P46940/Q9Y6G9/Q9NR09/Q9Y5K5/Q14BN4/P61978/P25398/P31153/Q96N67/P11021/P04406/P30626/Q9BRG1/P52565/O95071/Q12931/P62877/P61086/P30101/P82094/Q6IAA8/Q92905/P30533/Q93009/Q4VCS5/Q9Y3F4/P07196/P07237/P16949/Q14166/Q96A49/Q96CX2/O94992/Q9BWF3/O95219/P07737/Q9P0L0/Q96AC1/P62937/Q14671/P78318/Q5H9R7/P62258/Q8NEJ9/Q9Y5A9/Q13492/Q9Y4L1/P60953/Q15366/Q96G74/Q8N1F7/P09874/Q9ULF5/P51149/O14908/Q9NYF8/O75844/Q15233/Q9C0C9/P50402/Q02952/P61289/P11047/P46087/P02786/P46109/P62081/Q9H2U1/Q9Y6Y0/Q16595/O60271/P31150/Q6P3W7/P08047/Q14790/Q9NR30/Q14247/A5YKK6/P46821/Q08209/P46777/Q96C57/O14744/O60716/Q12904/Q8NBU5/Q9BTK6/Q14694/Q8IZ21/Q9Y5X3/Q9UNN5/Q01804/Q12846/Q9UPN7/Q99584/Q92499/Q9UN36/Q06787/Q14151/P38919/Q6ZWJ1/Q6IA86/Q9NR31/Q13177,160
BP,GO:0008104,protein localization,194/742,428/1817,0.453271028,1.109964229,2.161114802,0.017857041,0.218645685,0.19572002,P12270/P55072/P07900/Q14676/Q01082/P35658/P30419/O75312/Q9BVL2/P21333/Q04637/P10809/Q13148/P62805/Q86UA6/O00571/P34932/P13667/P07339/Q9Y6Y8/P63244/P20700/O94874/P11142/Q9Y230/P62826/P27797/P27348/Q9Y371/P67809/Q96EA4/Q15717/O43707/P63167/P35221/O43768/P13010/Q9UK61/P63104/P50990/Q99832/P05455/P33176/O60934/Q5JRA6/P49368/P27694/Q14C86/O14641/P55957/P14625/Q4J6C6/Q6ICB0/P37198/P38646/Q7Z434/P21964/P02545/Q658Y4/Q86Y82/Q04917/Q9H4M9/Q13153/Q53FT3/Q13439/P27824/Q96QK1/P17987/P19022/Q03252/P52292/P78371/O75695/P20290/P63010/P43307/O75674/Q9NPI6/P35579/Q8WVM8/Q14BN4/P49069/P06748/Q14974/Q9Y678/Q7Z5K2/P22307/Q7Z6Z7/P52948/P11021/Q8N668/Q9H900/P15924/P30626/Q9BRG1/P52565/O95071/P63208/O95486/Q13445/Q6IAA8/Q96KC8/Q4V328/Q7Z3B4/P49321/Q93009/Q8TD16/Q15907/Q4VCS5/Q9Y5X1/P50542/Q9BVP2/Q99986/P63261/P46060/Q10567/Q5VIR6/Q9P2E9/O43747/O95373/Q10713/Q8WUM4/O15027/Q13123/Q9H814/Q9BWF3/O95219/Q15904/P46379/Q9P0L0/Q9NT62/Q96AC1/P62937/Q13263/O00410/Q7Z3T8/P49792/P62258/Q8NEJ9/Q13492/P60953/P48643/Q8N1F7/Q86UP2/P09874/P60604/P51149/Q9Y3B3/O14908/P50402/O43765/Q9Y5L4/P48444/P02786/P46109/P50570/O95817/Q9NW64/Q00839/Q00610/P09497/Q9H0V9/P31150/Q15149/Q14247/O76021/Q9H6Z4/O15381/Q08209/P49790/Q8NBU5/Q14789/P60468/Q9UNZ2/P53367/O95831/P49711/Q9Y5X3/Q9UNN5/Q12846/Q99584/Q92499/Q8IUD2/Q9UBE0/Q13438/Q13561/P43246/O14773/Q6ZWJ1/P35580/P61019/P68036/Q9NR31/Q13177,194
